Katalogid,DersAdi,Fakulte,alan_grubu,AKTSKredi,model_tahmin_akts,kural_akts,adaptif_akts_50_50,adaptif_akts_60_40,adaptif_akts_70_30,adaptif_akts_80_20,adaptif_akts,sapma,sapma_yuzde,karar,gerekce,K_bilissel,K_profil,K_etkinlik
903283,Endüstriyel Polimerler ve Kullanımları,Eğitim,Sosyal,4,3.6113,3.9548,3.783,3.7487,3.7143,3.68,3.7143,-0.2857,-7.14,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=3.61 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.71 | sapma=-7.1%",1.0,1.0,0.9887
903282,Çevre Kimyası,Eğitim,Sosyal,4,4.078,4.7458,4.4119,4.3451,4.2783,4.2116,4.2783,0.2783,6.96,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.08 | kural_akts=4.75 (K_bilissel=1.20, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.28 | sapma=+7.0%",1.2,1.0,0.9887
903281,Alan Eğitiminde Araştırma Projesi,Eğitim,Sosyal,2,4.0923,2.274,3.1832,3.365,3.5468,3.7286,3.5468,1.5468,77.34,İncelenmeli,"AKTS_mevcut=2.0 | model_tahmin=4.09 | kural_akts=2.27 (K_bilissel=1.00, K_profil=1.15, K_etkinlik=0.99) | adaptif=3.55 | sapma=+77.3%",1.0,1.15,0.9887
903278,Biyokimya,Eğitim,Sosyal,3,4.0584,3.4054,3.7319,3.7972,3.8625,3.9278,3.8625,0.8625,28.75,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=4.06 | kural_akts=3.41 (K_bilissel=1.11, K_profil=1.00, K_etkinlik=1.02) | adaptif=3.86 | sapma=+28.8%",1.1143,1.0,1.0187
905204,Matematik Sınıflarında İletişim,Eğitim,Sosyal,3,3.6113,2.9661,3.2887,3.3532,3.4177,3.4823,3.4177,0.4177,13.92,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=3.61 | kural_akts=2.97 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.42 | sapma=+13.9%",1.0,1.0,0.9887
903252,Akışkanlar Mekaniği,Eğitim,Sosyal,4,4.0061,4.2712,4.1386,4.1121,4.0856,4.0591,4.0856,0.0856,2.14,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.01 | kural_akts=4.27 (K_bilissel=1.08, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.09 | sapma=+2.1%",1.08,1.0,0.9887
903250,Biyolojide Özel Konular,Eğitim,Sosyal,3,4.0296,3.2627,3.6462,3.7228,3.7995,3.8762,3.7995,0.7995,26.65,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=4.03 | kural_akts=3.26 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.80 | sapma=+26.6%",1.1,1.0,0.9887
903249,Kimyada Özel Konular,Eğitim,Sosyal,4,4.4206,5.9322,5.1764,5.0252,4.8741,4.7229,4.8741,0.8741,21.85,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.42 | kural_akts=5.93 (K_bilissel=1.50, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.87 | sapma=+21.9%",1.5,1.0,0.9887
901318,Sürdürülebilir Kalkınma için Eğitim  ,Eğitim,Sosyal,4,4.039,4.6141,4.3265,4.269,4.2115,4.154,4.2115,0.2115,5.29,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.04 | kural_akts=4.61 (K_bilissel=1.17, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.21 | sapma=+5.3%",1.1667,1.0,0.9887
901317,Mezuniyet Portfolyosu,Eğitim,Sosyal,6,4.7641,6.4861,5.6251,5.4529,5.2807,5.1085,5.2807,-0.7193,-11.99,Kabul edilebilir,"AKTS_mevcut=6.0 | model_tahmin=4.76 | kural_akts=6.49 (K_bilissel=1.24, K_profil=1.00, K_etkinlik=0.87) | adaptif=5.28 | sapma=-12.0%",1.2444,1.0,0.8687
901316,Zeka Oyunları,Eğitim,Sosyal,3,4.0827,3.2627,3.6727,3.7547,3.8367,3.9187,3.8367,0.8367,27.89,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=4.08 | kural_akts=3.26 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.84 | sapma=+27.9%",1.1,1.0,0.9887
901315,İlkokulda Görsel Sanatlar Öğretimi,Eğitim,Sosyal,5,3.752,4.9435,4.3477,4.2286,4.1094,3.9903,4.1094,-0.8906,-17.81,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=3.75 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.11 | sapma=-17.8%",1.0,1.0,0.9887
901314,Yaratıcılık ve Geliştirilmesi,Eğitim,Sosyal,3,3.9238,3.1441,3.534,3.6119,3.6899,3.7679,3.6899,0.6899,23.0,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=3.92 | kural_akts=3.14 (K_bilissel=1.06, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.69 | sapma=+23.0%",1.06,1.0,0.9887
901313,Trafik ve İlkyardım,Eğitim,Sosyal,3,3.9964,3.2627,3.6296,3.7029,3.7763,3.8497,3.7763,0.7763,25.88,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=4.00 | kural_akts=3.26 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.78 | sapma=+25.9%",1.1,1.0,0.9887
901312,Risk Altındaki Çocuklar ve Eğitimi,Eğitim,Sosyal,5,4.0513,4.9435,4.4974,4.4082,4.319,4.2297,4.319,-0.681,-13.62,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=4.05 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.32 | sapma=-13.6%",1.0,1.0,0.9887
901311,İlkokulda Okul Dışı Öğrenme Ortamları,Eğitim,Sosyal,5,4.0493,5.8214,4.9354,4.7581,4.5809,4.4037,4.5809,-0.4191,-8.38,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.05 | kural_akts=5.82 (K_bilissel=1.14, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.58 | sapma=-8.4%",1.1429,1.0,1.0187
901319,Karşılaştırmalı Eğitim,Eğitim,Sosyal,4,4.0698,4.4634,4.2666,4.2272,4.1879,4.1485,4.1879,0.1879,4.7,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.07 | kural_akts=4.46 (K_bilissel=1.13, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.19 | sapma=+4.7%",1.1286,1.0,0.9887
901310,İlkokulda Müzik Öğretimi,Eğitim,Sosyal,5,3.4859,5.1081,4.297,4.1348,3.9726,3.8103,3.9726,-1.0274,-20.55,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=3.49 | kural_akts=5.11 (K_bilissel=1.03, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.97 | sapma=-20.6%",1.0333,1.0,0.9887
901308,Karakter ve Değer Eğitimi,Eğitim,Sosyal,4,3.9442,4.1525,4.0484,4.0275,4.0067,3.9859,4.0067,0.0067,0.17,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=3.94 | kural_akts=4.15 (K_bilissel=1.05, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.01 | sapma=+0.2%",1.05,1.0,0.9887
901307,Konu Alanı Ders Kitabı İnc.,Eğitim,Sosyal,4,4.0002,4.3503,4.1752,4.1402,4.1052,4.0702,4.1052,0.1052,2.63,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.00 | kural_akts=4.35 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.11 | sapma=+2.6%",1.1,1.0,0.9887
901306,Matematik Öğretimi 2,Eğitim,Sosyal,4,4.0126,4.4823,4.2475,4.2005,4.1535,4.1065,4.1535,0.1535,3.84,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.01 | kural_akts=4.48 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.15 | sapma=+3.8%",1.1,1.0,1.0187
901305,Sosyal Bilgiler Öğretimi,Eğitim,Sosyal,5,3.9964,5.4379,4.7172,4.573,4.4288,4.2847,4.4288,-0.5712,-11.42,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=4.00 | kural_akts=5.44 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.43 | sapma=-11.4%",1.1,1.0,0.9887
901304,Fen Bilimleri Öğretimi 2,Eğitim,Sosyal,4,3.7922,4.0748,3.9335,3.9052,3.877,3.8487,3.877,-0.123,-3.08,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=3.79 | kural_akts=4.07 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.02) | adaptif=3.88 | sapma=-3.1%",1.0,1.0,1.0187
901303,Oyun ve Fiziki Etk. Öğretimi,Eğitim,Sosyal,4,4.043,4.5199,4.2814,4.2338,4.1861,4.1384,4.1861,0.1861,4.65,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.04 | kural_akts=4.52 (K_bilissel=1.14, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.19 | sapma=+4.7%",1.1429,1.0,0.9887
901302,Türkçe Öğretimi,Eğitim,Sosyal,5,4.2328,5.1412,4.687,4.5962,4.5053,4.4145,4.5053,-0.4947,-9.89,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.23 | kural_akts=5.14 (K_bilissel=1.04, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.51 | sapma=-9.9%",1.04,1.0,0.9887
901301,Düşünme Becerileri Eğitimi,Eğitim,Sosyal,4,3.9426,4.548,4.2453,4.1848,4.1242,4.0637,4.1242,0.1242,3.1,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=3.94 | kural_akts=4.55 (K_bilissel=1.15, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.12 | sapma=+3.1%",1.15,1.0,0.9887
901309,Din Kültürü ve Ahlak Bilgisi Öğretimi,Eğitim,Sosyal,5,3.738,5.4379,4.588,4.418,4.248,4.078,4.248,-0.752,-15.04,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=3.74 | kural_akts=5.44 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.25 | sapma=-15.0%",1.1,1.0,0.9887
903151,İstatistik,Eğitim,Sosyal,3,3.9964,3.3814,3.6889,3.7504,3.8119,3.8734,3.8119,0.8119,27.06,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=4.00 | kural_akts=3.38 (K_bilissel=1.14, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.81 | sapma=+27.1%",1.14,1.0,0.9887
903229,Genel Kimya 1,Eğitim,Sosyal,5,3.9827,5.2455,4.6141,4.4878,4.3615,4.2353,4.3615,-0.6385,-12.77,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=3.98 | kural_akts=5.25 (K_bilissel=1.06, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.36 | sapma=-12.8%",1.0611,1.0,0.9887
903248,Fen Öğretimi 1,Eğitim,Sosyal,4,4.6486,4.1948,4.4217,4.4671,4.5125,4.5578,4.5125,0.5125,12.81,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.65 | kural_akts=4.19 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.05) | adaptif=4.51 | sapma=+12.8%",1.0,1.0,1.0487
903247,Fen Öğretimi 2,Eğitim,Sosyal,5,4.0911,5.2435,4.6673,4.5521,4.4368,4.3216,4.4368,-0.5632,-11.26,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=4.09 | kural_akts=5.24 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.05) | adaptif=4.44 | sapma=-11.3%",1.0,1.0,1.0487
903246,Yer Bilimleri,Eğitim,Sosyal,3,4.0203,3.4381,3.7292,3.7874,3.8456,3.9039,3.8456,0.8456,28.19,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=4.02 | kural_akts=3.44 (K_bilissel=1.12, K_profil=1.00, K_etkinlik=1.02) | adaptif=3.85 | sapma=+28.2%",1.125,1.0,1.0187
903244,Genel Biyoloji 4,Eğitim,Sosyal,3,4.0565,3.2627,3.6596,3.739,3.8184,3.8977,3.8184,0.8184,27.28,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=4.06 | kural_akts=3.26 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.82 | sapma=+27.3%",1.1,1.0,0.9887
903243,Genel Biyoloji 3,Eğitim,Sosyal,3,4.1228,3.2998,3.7113,3.7936,3.8759,3.9582,3.8759,0.8759,29.2,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=4.12 | kural_akts=3.30 (K_bilissel=1.11, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.88 | sapma=+29.2%",1.1125,1.0,0.9887
903242,Fen Bilimleri Programı ve Planlama,Eğitim,Sosyal,3,4.0627,3.4745,3.7686,3.8274,3.8862,3.9451,3.8862,0.8862,29.54,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=4.06 | kural_akts=3.47 (K_bilissel=1.17, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.89 | sapma=+29.5%",1.1714,1.0,0.9887
903241,Genel Biyoloji Laboratuvarı,Eğitim,Sosyal,4,4.3014,5.3787,4.84,4.7323,4.6246,4.5169,4.6246,0.6246,15.62,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.30 | kural_akts=5.38 (K_bilissel=1.20, K_profil=1.10, K_etkinlik=1.02) | adaptif=4.62 | sapma=+15.6%",1.2,1.1,1.0187
903240,Genel Biyoloji 2,Eğitim,Sosyal,5,4.0565,5.4379,4.7472,4.6091,4.4709,4.3328,4.4709,-0.5291,-10.58,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=4.06 | kural_akts=5.44 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.47 | sapma=-10.6%",1.1,1.0,0.9887
903225,Fen ve Teknoloji Kaynaklı Sorunlar,Eğitim,Sosyal,4,3.6999,3.9548,3.8274,3.8019,3.7764,3.7509,3.7764,-0.2236,-5.59,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=3.70 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.78 | sapma=-5.6%",1.0,1.0,0.9887
903239,Genel Biyoloji 1,Eğitim,Sosyal,5,4.0144,5.685,4.8497,4.6826,4.5156,4.3485,4.5156,-0.4844,-9.69,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.01 | kural_akts=5.68 (K_bilissel=1.15, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.52 | sapma=-9.7%",1.15,1.0,0.9887
903237,Genel Fizik 3,Eğitim,Sosyal,3,4.0615,3.5,3.7808,3.8369,3.893,3.9492,3.893,0.893,29.77,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=4.06 | kural_akts=3.50 (K_bilissel=1.11, K_profil=1.00, K_etkinlik=1.05) | adaptif=3.89 | sapma=+29.8%",1.1125,1.0,1.0487
903236,Genel Kimya 4,Eğitim,Sosyal,4,4.0362,4.4416,4.2389,4.1984,4.1578,4.1173,4.1578,0.1578,3.94,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.04 | kural_akts=4.44 (K_bilissel=1.12, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.16 | sapma=+3.9%",1.1231,1.0,0.9887
903235,Genel Kimya 3,Eğitim,Sosyal,3,3.8778,2.9661,3.422,3.5131,3.6043,3.6955,3.6043,0.6043,20.14,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=3.88 | kural_akts=2.97 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.60 | sapma=+20.1%",1.0,1.0,0.9887
903234,Genel Fizik Laboratuvarı,Eğitim,Sosyal,5,3.853,6.3032,5.0781,4.8331,4.5881,4.343,4.5881,-0.4119,-8.24,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=3.85 | kural_akts=6.30 (K_bilissel=1.12, K_profil=1.10, K_etkinlik=1.02) | adaptif=4.59 | sapma=-8.2%",1.125,1.1,1.0187
903233,Genel Kimya 2,Eğitim,Sosyal,5,4.015,5.5278,4.7714,4.6201,4.4688,4.3176,4.4688,-0.5312,-10.62,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=4.01 | kural_akts=5.53 (K_bilissel=1.12, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.47 | sapma=-10.6%",1.1182,1.0,0.9887
903232,Genel Fizik 2,Eğitim,Sosyal,5,4.2443,7.1353,5.6898,5.4007,5.1116,4.8225,5.1116,0.1116,2.23,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.24 | kural_akts=7.14 (K_bilissel=1.18, K_profil=1.15, K_etkinlik=1.05) | adaptif=5.11 | sapma=+2.2%",1.1833,1.15,1.0487
903231,Genel Fizik 1,Eğitim,Sosyal,5,3.9497,6.633,5.2913,5.023,4.7547,4.4864,4.7547,-0.2453,-4.91,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=3.95 | kural_akts=6.63 (K_bilissel=1.10, K_profil=1.15, K_etkinlik=1.05) | adaptif=4.75 | sapma=-4.9%",1.1,1.15,1.0487
903230,Genel Kimya Laboratuvarı ,Eğitim,Sosyal,5,3.8564,6.5368,5.1966,4.9286,4.6605,4.3925,4.6605,-0.3395,-6.79,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=3.86 | kural_akts=6.54 (K_bilissel=1.17, K_profil=1.10, K_etkinlik=1.02) | adaptif=4.66 | sapma=-6.8%",1.1667,1.1,1.0187
903238,Genel Fizik 4,Eğitim,Sosyal,4,3.7797,4.8775,4.3286,4.2188,4.109,3.9993,4.109,0.109,2.72,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=3.78 | kural_akts=4.88 (K_bilissel=1.23, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.11 | sapma=+2.7%",1.2333,1.0,0.9887
905218,Matematik Eğitiminde Dijital Teknolojiler,Eğitim,Sosyal,3,4.0731,3.0649,3.569,3.6698,3.7706,3.8715,3.7706,0.7706,25.69,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=4.07 | kural_akts=3.06 (K_bilissel=1.03, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.77 | sapma=+25.7%",1.0333,1.0,0.9887
117237,Rekombinant DNA Teknolojisi,Fen-Edebiyat,Fen-Sosyal,3,4.2195,2.6387,3.4291,3.5872,3.7453,3.9033,3.7453,0.7453,24.84,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=4.22 | kural_akts=2.64 (K_bilissel=1.01, K_profil=1.00, K_etkinlik=0.87) | adaptif=3.75 | sapma=+24.8%",1.0125,1.0,0.8687
117236,Endokrinolojiye Giriş,Fen-Edebiyat,Fen-Sosyal,3,4.3526,3.2034,3.778,3.8929,4.0078,4.1228,4.0078,1.0078,33.59,İncelenmeli,"AKTS_mevcut=3.0 | model_tahmin=4.35 | kural_akts=3.20 (K_bilissel=1.08, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.01 | sapma=+33.6%",1.08,1.0,0.9887
117235,Hayvan Embriyolojisi,Fen-Edebiyat,Fen-Sosyal,3,3.9666,3.2673,3.617,3.6869,3.7568,3.8267,3.7568,0.7568,25.23,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=3.97 | kural_akts=3.27 (K_bilissel=1.02, K_profil=1.05, K_etkinlik=1.02) | adaptif=3.76 | sapma=+25.2%",1.0182,1.05,1.0187
117233,Bitki Embriyolojisi,Fen-Edebiyat,Fen-Sosyal,3,4.0809,3.1515,3.6162,3.7091,3.8021,3.895,3.8021,0.8021,26.74,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=4.08 | kural_akts=3.15 (K_bilissel=1.06, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.80 | sapma=+26.7%",1.0625,1.0,0.9887
117232,Toksikoloji,Fen-Edebiyat,Fen-Sosyal,4,3.9891,4.3193,4.1542,4.1212,4.0882,4.0551,4.0882,0.0882,2.2,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=3.99 | kural_akts=4.32 (K_bilissel=1.06, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.09 | sapma=+2.2%",1.06,1.0,1.0187
117231,Balık Biyolojisi,Fen-Edebiyat,Fen-Sosyal,3,4.3651,3.0561,3.7106,3.8415,3.9724,4.1033,3.9724,0.9724,32.41,İncelenmeli,"AKTS_mevcut=3.0 | model_tahmin=4.37 | kural_akts=3.06 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.02) | adaptif=3.97 | sapma=+32.4%",1.0,1.0,1.0187
117230,Gelişim Biyolojisi,Fen-Edebiyat,Fen-Sosyal,3,4.2427,3.1441,3.6934,3.8033,3.9131,4.023,3.9131,0.9131,30.44,İncelenmeli,"AKTS_mevcut=3.0 | model_tahmin=4.24 | kural_akts=3.14 (K_bilissel=1.06, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.91 | sapma=+30.4%",1.06,1.0,0.9887
117228,Bitki Yetiştirme Teknikleri,Fen-Edebiyat,Fen-Sosyal,3,4.3448,3.1707,3.7578,3.8752,3.9926,4.11,3.9926,0.9926,33.09,İncelenmeli,"AKTS_mevcut=3.0 | model_tahmin=4.34 | kural_akts=3.17 (K_bilissel=1.04, K_profil=1.00, K_etkinlik=1.02) | adaptif=3.99 | sapma=+33.1%",1.0375,1.0,1.0187
117227,Türkiye’nin Çevre Sorunları,Fen-Edebiyat,Fen-Sosyal,3,4.4704,3.2089,3.8396,3.9658,4.092,4.2181,4.092,1.092,36.4,İncelenmeli,"AKTS_mevcut=3.0 | model_tahmin=4.47 | kural_akts=3.21 (K_bilissel=1.00, K_profil=1.05, K_etkinlik=1.02) | adaptif=4.09 | sapma=+36.4%",1.0,1.05,1.0187
117225,Hücre Klonlama Teknikleri,Fen-Edebiyat,Fen-Sosyal,3,4.8033,3.3559,4.0796,4.2243,4.3691,4.5138,4.3691,1.3691,45.64,İncelenmeli,"AKTS_mevcut=3.0 | model_tahmin=4.80 | kural_akts=3.36 (K_bilissel=1.07, K_profil=1.00, K_etkinlik=1.05) | adaptif=4.37 | sapma=+45.6%",1.0667,1.0,1.0487
117224,Biyokimyasal Ekolojinin Temelleri ,Fen-Edebiyat,Fen-Sosyal,3,4.0282,3.1783,3.6032,3.6882,3.7732,3.8582,3.7732,0.7732,25.77,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=4.03 | kural_akts=3.18 (K_bilissel=1.04, K_profil=1.00, K_etkinlik=1.02) | adaptif=3.77 | sapma=+25.8%",1.04,1.0,1.0187
117222,Gen Ekspresyonunun Düzenlenmesi,Fen-Edebiyat,Fen-Sosyal,4,4.15,4.0537,4.1019,4.1115,4.1211,4.1307,4.1211,0.1211,3.03,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.15 | kural_akts=4.05 (K_bilissel=1.02, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.12 | sapma=+3.0%",1.025,1.0,0.9887
117221,Koruma Biyolojisi,Fen-Edebiyat,Fen-Sosyal,3,5.0499,3.2627,4.1563,4.335,4.5137,4.6925,4.5137,1.5137,50.46,İncelenmeli,"AKTS_mevcut=3.0 | model_tahmin=5.05 | kural_akts=3.26 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.51 | sapma=+50.5%",1.1,1.0,0.9887
117219,Mikrobiyal Ekoloji,Fen-Edebiyat,Fen-Sosyal,3,4.2694,3.2034,3.7364,3.843,3.9496,4.0562,3.9496,0.9496,31.65,İncelenmeli,"AKTS_mevcut=3.0 | model_tahmin=4.27 | kural_akts=3.20 (K_bilissel=1.08, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.95 | sapma=+31.6%",1.08,1.0,0.9887
117215,Kromatografik Yöntemler Doğal Ürünlerin Saflaştırılması,Fen-Edebiyat,Fen-Sosyal,3,4.3119,2.6061,3.459,3.6296,3.8002,3.9707,3.8002,0.8002,26.67,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=4.31 | kural_akts=2.61 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.87) | adaptif=3.80 | sapma=+26.7%",1.0,1.0,0.8687
117212,Temel Biyofizik II,Fen-Edebiyat,Fen-Sosyal,4,4.6951,3.9548,4.325,4.399,4.473,4.547,4.473,0.473,11.82,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.70 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.47 | sapma=+11.8%",1.0,1.0,0.9887
117209,İmmünoloji,Fen-Edebiyat,Fen-Sosyal,4,4.4232,4.3503,4.3867,4.394,4.4013,4.4086,4.4013,0.4013,10.03,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.42 | kural_akts=4.35 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.40 | sapma=+10.0%",1.1,1.0,0.9887
117240,Su Ürünleri Yetiştiriciliği,Fen-Edebiyat,Fen-Sosyal,3,4.2396,3.2089,3.7242,3.8273,3.9304,4.0335,3.9304,0.9304,31.01,İncelenmeli,"AKTS_mevcut=3.0 | model_tahmin=4.24 | kural_akts=3.21 (K_bilissel=1.00, K_profil=1.05, K_etkinlik=1.02) | adaptif=3.93 | sapma=+31.0%",1.0,1.05,1.0187
117243,Temel Biyofizik I,Fen-Edebiyat,Fen-Sosyal,2,4.2762,2.0903,3.1832,3.4018,3.6204,3.839,3.6204,1.6204,81.02,İncelenmeli,"AKTS_mevcut=2.0 | model_tahmin=4.28 | kural_akts=2.09 (K_bilissel=1.06, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.62 | sapma=+81.0%",1.0571,1.0,0.9887
117246,Biyolojik Kontrol,Fen-Edebiyat,Fen-Sosyal,4,4.2027,4.2712,4.237,4.2301,4.2232,4.2164,4.2232,0.2232,5.58,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.20 | kural_akts=4.27 (K_bilissel=1.08, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.22 | sapma=+5.6%",1.08,1.0,0.9887
117255,Laboratuvar ve Mikroskop Teknikleri,Fen-Edebiyat,Fen-Sosyal,2,4.6034,1.9774,3.2904,3.553,3.8156,4.0782,3.8156,1.8156,90.78,İncelenmeli,"AKTS_mevcut=2.0 | model_tahmin=4.60 | kural_akts=1.98 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.82 | sapma=+90.8%",1.0,1.0,0.9887
117300,Biyoetik,Fen-Edebiyat,Fen-Sosyal,3,4.5056,3.3814,3.9435,4.0559,4.1683,4.2808,4.1683,1.1683,38.94,İncelenmeli,"AKTS_mevcut=3.0 | model_tahmin=4.51 | kural_akts=3.38 (K_bilissel=1.14, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.17 | sapma=+38.9%",1.14,1.0,0.9887
